Year,Week,Date,Sales,Cost,Quantity
2015,23,6/7/2015,148010,161667,3921
2015,24,6/8/2015,90494,88770,2153
2015,24,6/9/2015,63420,62053,1508
2015,24,6/10/2015,58675,57418,1396
2015,24,6/11/2015,56853,55636,1353
2015,24,6/12/2015,127864,124939,3041
2015,24,6/13/2015,152548,149124,3629
2015,24,6/14/2015,69042,67443,1642
2015,25,6/15/2015,123203,120374,2931
2015,25,6/16/2015,82803,80947,1974
2015,25,6/17/2015,73404,71607,1747
2015,25,6/18/2015,64895,63274,1545
2015,25,6/19/2015,116950,113731,2782
2015,25,6/20/2015,139523,135696,3319
2015,25,6/21/2015,73766,71726,1754
2015,26,6/22/2015,70859,68921,1686
2015,26,6/23/2015,53530,51983,1274
2015,26,6/24/2015,87859,94843,2326
2015,26,6/25/2015,151504,163354,4009
2015,26,6/26/2015,263364,283655,6964
2015,26,6/27/2015,304293,327784,8051
2015,26,6/28/2015,152992,164800,4050
2015,27,6/29/2015,136435,147054,3614
2015,27,6/30/2015,175091,188700,4637
2015,27,7/1/2015,251540,271119,6664
2015,27,7/2/2015,206420,222466,5471
2015,27,7/3/2015,221195,237961,5854
2015,27,7/4/2015,260715,280129,6893
2015,27,7/5/2015,129278,138774,3417
2015,28,7/6/2015,143382,154009,3792
2015,28,7/7/2015,111874,120237,2961
2015,28,7/8/2015,69575,70729,1742
2015,28,7/9/2015,58358,60130,1481
2015,28,7/10/2015,103822,106930,2633
2015,28,7/11/2015,117333,120342,2963
2015,28,7/12/2015,47326,49101,1209
2015,29,7/13/2015,52191,54090,1327
2015,29,7/14/2015,42227,43906,1077
2015,29,7/15/2015,66197,68338,1689
2015,29,7/16/2015,59263,61676,1524
2015,29,7/17/2015,98235,102570,2530
2015,29,7/18/2015,106672,110784,2738
2015,29,7/19/2015,63987,66520,1633
2015,30,7/20/2015,57626,59669,1473
2015,30,7/21/2015,59313,61751,1521
2015,30,7/22/2015,36511,38019,941
2015,30,7/23/2015,55049,57965,1429
2015,30,7/24/2015,103580,109057,2686
2015,30,7/25/2015,114240,120018,2944
2015,30,7/26/2015,67341,71147,1738
2015,31,7/27/2015,71567,75456,1848
2015,31,7/28/2015,46954,49411,1215
2015,31,7/29/2015,44034,46420,1138
2015,31,7/30/2015,45436,47714,1173
2015,31,7/31/2015,119521,125319,3082
2015,31,8/1/2015,142821,149419,3670
2015,31,8/2/2015,72647,75946,1861
2015,32,8/3/2015,66869,69496,1709
2015,32,8/4/2015,64010,67241,1654
2015,32,8/5/2015,62205,65240,1605
2015,32,8/6/2015,61275,64365,1584
2015,32,8/7/2015,99161,103438,2545
2015,32,8/8/2015,108672,113483,2792
2015,32,8/9/2015,62222,65201,1602
2015,33,8/10/2015,57660,60759,1493
2015,33,8/11/2015,49600,52291,1288
2015,33,8/12/2015,36836,39173,965
2015,33,8/13/2015,32522,34628,853
2015,33,8/14/2015,70702,75168,1852
2015,33,8/15/2015,96656,102431,2528
2015,33,8/16/2015,58557,62367,1538
2015,34,8/17/2015,53067,56444,1393
2015,34,8/18/2015,28980,30805,760
2015,34,8/19/2015,19147,20155,498
2015,34,8/20/2015,20400,21244,530
2015,34,8/21/2015,63201,65798,1653
2015,34,8/22/2015,84248,87555,2206
2015,34,8/23/2015,46953,48119,1209
2015,35,8/24/2015,48986,49989,1259
2015,35,8/25/2015,179391,206507,5241
2015,35,8/26/2015,227004,256774,6622
2015,35,8/27/2015,188496,211415,5501
2015,35,8/28/2015,319451,356853,9337
2015,35,8/29/2015,380062,421900,11112
2015,35,8/30/2015,166673,184079,4873
2015,36,8/31/2015,274060,302659,8011
2015,36,9/1/2015,317117,349593,9277
2015,36,9/2/2015,284952,312564,8325
2015,36,9/3/2015,223784,245278,6542
2015,36,9/4/2015,280555,306330,8188
2015,36,9/5/2015,300313,327876,8771
2015,36,9/6/2015,135744,147703,3956
2015,37,9/7/2015,147448,160964,4308
2015,37,9/8/2015,57923,55720,1492
2015,37,9/9/2015,62642,60379,1616
2015,37,9/10/2015,39892,37891,1015
2015,37,9/11/2015,70823,68196,1808
2015,37,9/12/2015,47288,45437,1211
2015,37,9/13/2015,26766,25723,683
2015,38,9/14/2015,42985,41520,1095
2015,38,9/15/2015,42031,40638,1071
2015,38,9/16/2015,24883,23918,637
2015,38,9/17/2015,24518,23482,626
2015,38,9/18/2015,56454,54251,1446
2015,38,9/19/2015,56860,54526,1455
2015,38,9/20/2015,34493,33136,888
2015,39,9/21/2015,36510,34688,926
2015,39,9/22/2015,38402,36629,974
2015,39,9/23/2015,103162,115876,3070
2015,39,9/24/2015,123644,140226,3702
2015,39,9/25/2015,303297,345780,9090
2015,39,9/26/2015,289520,332473,8676
2015,39,9/27/2015,134566,155025,4034
2015,40,9/28/2015,157313,181085,4714
2015,40,9/29/2015,117913,136232,3534
2015,40,9/30/2015,266634,308065,7988
2015,40,10/1/2015,331543,384029,9943
2015,40,10/2/2015,324392,374920,9690
2015,40,10/3/2015,371749,431074,11132
2015,40,10/4/2015,167211,194287,5015
2015,41,10/5/2015,242743,281695,7275
2015,41,10/6/2015,182634,211788,5469
2015,41,10/7/2015,52716,51793,1337
2015,41,10/8/2015,49124,48276,1246
2015,41,10/9/2015,104321,102530,2646
2015,41,10/10/2015,98689,96996,2503
2015,41,10/11/2015,47314,46504,1200
2015,42,10/12/2015,47591,46768,1207
2015,42,10/13/2015,33080,32510,839
2015,42,10/14/2015,34773,34173,882
2015,42,10/15/2015,44081,43312,1118
2015,42,10/16/2015,91317,89745,2316
2015,42,10/17/2015,91909,90323,2331
2015,42,10/18/2015,49288,48444,1250
2015,43,10/19/2015,45462,44681,1153
2015,43,10/20/2015,34657,34061,879
2015,43,10/21/2015,44236,43479,1122
2015,43,10/22/2015,46092,45300,1169
2015,43,10/23/2015,153093,160980,4155
2015,43,10/24/2015,208592,219412,5663
2015,43,10/25/2015,97753,102775,2652
2015,44,10/26/2015,101628,107138,2758
2015,44,10/27/2015,96461,102156,2618
2015,44,10/28/2015,131278,146074,3735
2015,44,10/29/2015,98106,103974,2663
2015,44,10/30/2015,234934,248860,6371
2015,44,10/31/2015,322761,359402,9187
2015,44,11/1/2015,226473,240791,6147
2015,45,11/2/2015,222139,235722,6029
2015,45,11/3/2015,158227,168170,4294
2015,45,11/4/2015,165946,184437,4723
2015,45,11/5/2015,92195,97525,2502
2015,45,11/6/2015,176801,187078,4798
2015,45,11/7/2015,230964,256642,6582
2015,45,11/8/2015,110541,117258,3000
2015,46,11/9/2015,77665,75211,1927
2015,46,11/10/2015,108316,120257,3085
2015,46,11/11/2015,121878,135176,3474
2015,46,11/12/2015,115570,128333,3296
2015,46,11/13/2015,295177,327192,8409
2015,46,11/14/2015,311456,345336,8875
2015,46,11/15/2015,139049,154414,3958
2015,47,11/16/2015,146023,161890,4155
2015,47,11/17/2015,125566,139323,3578
2015,47,11/18/2015,121531,134956,3463
2015,47,11/19/2015,120068,133213,3421
2015,47,11/20/2015,248080,275062,7060
2015,47,11/21/2015,255072,283219,7261
2015,47,11/22/2015,125678,140138,3581
2015,48,11/23/2015,65690,62189,1596
2015,48,11/24/2015,91492,101555,2604
2015,48,11/25/2015,200388,222460,5706
2015,48,11/26/2015,256658,297119,7642
2015,48,11/27/2015,309757,360651,9277
2015,48,11/28/2015,358184,417149,10729
2015,48,11/29/2015,196660,229182,5883
2015,49,11/30/2015,214803,237449,6117
2015,49,12/1/2015,216238,239002,6159
2015,49,12/2/2015,204736,225598,5815
2015,49,12/3/2015,165683,183208,4724
2015,49,12/4/2015,261807,288846,7448
2015,49,12/5/2015,311942,343141,8848
2015,49,12/6/2015,161049,175976,4537
2015,50,12/7/2015,74532,70236,1811
2015,50,12/8/2015,96954,101709,2629
2015,50,12/9/2015,116432,121611,3143
2015,50,12/10/2015,109756,115159,2975
2015,50,12/11/2015,189271,198728,5132
2015,50,12/12/2015,274826,300695,7765
2015,50,12/13/2015,152806,160030,4132
2015,51,12/14/2015,143255,150398,3886
2015,51,12/15/2015,181524,198269,5119
2015,51,12/16/2015,193224,210285,5427
2015,51,12/17/2015,176173,193145,4987
2015,51,12/18/2015,225442,247377,6387
2015,51,12/19/2015,278137,302871,7821
2015,51,12/20/2015,127992,139989,3611
2015,52,12/21/2015,238364,261533,6754
2015,52,12/22/2015,258045,282867,7304
2015,52,12/23/2015,221129,208688,5385
2015,52,12/24/2015,323233,304688,7862
2015,52,12/25/2015,110205,103986,2683
2015,52,12/26/2015,68217,64280,1659
2015,52,12/27/2015,57293,54028,1394
2016,1,12/28/2015,109622,103265,2665
2016,1,12/29/2015,132900,146641,3784
2016,1,12/30/2015,171892,189855,4899
2016,1,12/31/2015,268207,295936,7636
2016,1,1/1/2016,92010,101548,2620
2016,1,1/2/2016,216260,238866,6163
2016,1,1/3/2016,135586,149928,3868
2016,2,1/4/2016,226618,250489,6463
2016,2,1/5/2016,177788,196195,5068
2016,2,1/6/2016,81294,76600,1979
2016,2,1/7/2016,61314,57685,1490
2016,2,1/8/2016,87842,82796,2138
2016,2,1/9/2016,110947,104488,2698
2016,2,1/10/2016,74806,70486,1819
2016,3,1/11/2016,100023,94108,2430
2016,3,1/12/2016,81952,77115,1992
2016,3,1/13/2016,55698,52477,1355
2016,3,1/14/2016,50835,47820,1235
2016,3,1/15/2016,123620,116429,3006
2016,3,1/16/2016,157639,148480,3834
2016,3,1/17/2016,76307,71924,1856
2016,4,1/18/2016,79893,75221,1942
2016,4,1/19/2016,58109,54728,1413
2016,4,1/20/2016,131517,152472,3936
2016,4,1/21/2016,55252,51753,1342
2016,4,1/22/2016,219991,246097,6433
2016,4,1/23/2016,259814,289384,7590
2016,4,1/24/2016,122904,136714,3586
2016,5,1/25/2016,177321,196178,5174
2016,5,1/26/2016,169102,185567,4938
2016,5,1/27/2016,176729,193760,5163
2016,5,1/28/2016,161331,176125,4716
2016,5,1/29/2016,327976,365561,9807
2016,5,1/30/2016,422433,469806,12646
2016,5,1/31/2016,179738,199556,5377
2016,6,2/1/2016,279371,310358,8367
2016,6,2/2/2016,229194,247202,6688
2016,6,2/3/2016,217692,234448,6355
2016,6,2/4/2016,162988,175065,4746
2016,6,2/5/2016,268448,288711,7830
2016,6,2/6/2016,306202,329344,8933
2016,6,2/7/2016,143872,154721,4194
2016,7,2/8/2016,171815,185100,5016
2016,7,2/9/2016,69632,62445,1692
2016,7,2/10/2016,63176,55503,1504
2016,7,2/11/2016,52771,46399,1257
2016,7,2/12/2016,122658,108351,2919
2016,7,2/13/2016,142190,125872,3383
2016,7,2/14/2016,72513,63863,1726
2016,8,2/15/2016,101731,90863,2423
2016,8,2/16/2016,63739,57083,1517
2016,8,2/17/2016,131000,140072,3732
2016,8,2/18/2016,57355,51417,1366
2016,8,2/19/2016,132906,119942,3165
2016,8,2/20/2016,268008,288843,7631
2016,8,2/21/2016,79902,72289,1902
2016,9,2/22/2016,70233,63514,1671
2016,9,2/23/2016,45006,41031,1072
2016,9,2/24/2016,67189,68345,1824
2016,9,2/25/2016,132636,135955,3629
2016,9,2/26/2016,155536,153101,4067
2016,9,2/27/2016,177964,175618,4622
2016,9,2/28/2016,111249,108648,2845
2016,10,2/29/2016,134393,134061,3519
2016,10,3/1/2016,149020,152983,3889
2016,10,3/2/2016,141082,145848,3668
2016,10,3/3/2016,106901,110339,2772
2016,10,3/4/2016,117126,120438,3020
2016,10,3/5/2016,125365,128246,3205
2016,10,3/6/2016,61092,62153,1551
2016,11,3/7/2016,75110,79574,1982
2016,11,3/8/2016,49881,52128,1300
2016,11,3/9/2016,31596,30033,752
2016,11,3/10/2016,30865,29356,735
2016,11,3/11/2016,64277,61082,1529
2016,11,3/12/2016,65723,62680,1563
2016,11,3/13/2016,30620,29234,728
2016,12,3/14/2016,37123,35426,883
2016,12,3/15/2016,45728,43699,1088
2016,12,3/16/2016,34524,33024,822
2016,12,3/17/2016,28306,27001,673
2016,12,3/18/2016,64507,61663,1538
2016,12,3/19/2016,76518,73122,1822
2016,12,3/20/2016,45198,43166,1075
2016,13,3/21/2016,39588,37783,942
2016,13,3/22/2016,54312,51861,1296
2016,13,3/23/2016,69941,68123,1702
2016,13,3/24/2016,216291,216811,5429
2016,13,3/25/2016,187996,185798,4658
2016,13,3/26/2016,134269,134983,3381
2016,13,3/27/2016,48094,48230,1208
2016,14,3/28/2016,70547,71091,1782
2016,14,3/29/2016,69913,70734,1776
2016,14,3/30/2016,52997,57215,1439
2016,14,3/31/2016,108095,115881,2929
2016,14,4/1/2016,191528,205155,5177
2016,14,4/2/2016,161383,171780,4334
2016,14,4/3/2016,74759,79888,2016
2016,15,4/4/2016,108482,109284,2757
2016,15,4/5/2016,67502,66866,1688
2016,15,4/6/2016,45178,42476,1074
2016,15,4/7/2016,128242,143476,3637
2016,15,4/8/2016,217632,243635,6176
2016,15,4/9/2016,224781,249309,6377
2016,15,4/10/2016,86274,94994,2438
2016,16,4/11/2016,108097,118752,3060
2016,16,4/12/2016,101511,110969,2888
2016,16,4/13/2016,102543,111114,2912
2016,16,4/14/2016,133641,144006,3792
2016,16,4/15/2016,291764,312049,8278
2016,16,4/16/2016,269769,288753,7665
2016,16,4/17/2016,135818,146465,3855
2016,17,4/18/2016,124568,133640,3539
2016,17,4/19/2016,104574,111814,2972
2016,17,4/20/2016,137125,149687,3987
2016,17,4/21/2016,138280,152584,4050
2016,17,4/22/2016,289377,317817,8463
2016,17,4/23/2016,346728,380793,10150
2016,17,4/24/2016,153418,169228,4494
2016,18,4/25/2016,207218,228481,6075
2016,18,4/26/2016,231011,252908,6767
2016,18,4/27/2016,258300,282559,7567
2016,18,4/28/2016,212060,231488,6197
2016,18,4/29/2016,375419,409055,10978
2016,18,4/30/2016,458909,500788,13413
2016,18,5/1/2016,292435,318162,8561
2016,19,5/2/2016,233453,255022,6838
2016,19,5/3/2016,245168,267388,7184
2016,19,5/4/2016,235665,255448,6893
2016,19,5/5/2016,196090,212822,5742
2016,19,5/6/2016,280894,304658,8219
2016,19,5/7/2016,319903,346703,9364
2016,19,5/8/2016,114696,124361,3357
2016,20,5/9/2016,54720,48280,1301
2016,20,5/10/2016,35208,31032,837
2016,20,5/11/2016,28855,25414,686
2016,20,5/12/2016,22424,19708,533
2016,20,5/13/2016,65796,57760,1564
2016,20,5/14/2016,67975,59722,1616
2016,20,5/15/2016,42439,37302,1009
2016,21,5/16/2016,35330,31054,840
2016,21,5/17/2016,32226,28337,766
2016,21,5/18/2016,28354,24988,674
2016,21,5/19/2016,32472,28621,772
2016,21,5/20/2016,79798,70174,1897
2016,21,5/21/2016,81899,72059,1947
2016,21,5/22/2016,50810,44703,1208
2016,22,5/23/2016,56997,50126,1355
2016,22,5/24/2016,93216,98176,2657
2016,22,5/25/2016,209061,224902,6092
2016,22,5/26/2016,173311,186702,5058
2016,22,5/27/2016,300042,323170,8755
2016,22,5/28/2016,327561,352580,9551
2016,22,5/29/2016,168138,181257,4911
2016,23,5/30/2016,142402,153613,4160
2016,23,5/31/2016,213416,229426,6215
2016,23,6/1/2016,303917,327705,8868
2016,23,6/2/2016,229157,247121,6692
2016,23,6/3/2016,308177,331384,8979
2016,23,6/4/2016,331333,356587,9663
2016,23,6/5/2016,169532,182621,4950
2016,24,6/6/2016,146381,157722,4273
2016,24,6/7/2016,58051,50930,1380
2016,24,6/8/2016,134264,144898,3927
2016,24,6/9/2016,114345,120230,3258
2016,24,6/10/2016,208049,218654,5925
2016,24,6/11/2016,242216,260755,7068
2016,24,6/12/2016,114013,119859,3249
2016,25,6/13/2016,107188,112838,3055
2016,25,6/14/2016,88317,92957,2517
2016,25,6/15/2016,184622,198948,5390
2016,25,6/16/2016,166399,174834,4738
2016,25,6/17/2016,271410,285337,7734
2016,25,6/18/2016,254351,273981,7427
2016,25,6/19/2016,110818,116547,3157
2016,26,6/20/2016,118513,124547,3376
2016,26,6/21/2016,101571,106636,2892
2016,26,6/22/2016,33019,28896,785
2016,26,6/23/2016,118466,130154,3548
2016,26,6/24/2016,321317,353165,9615
2016,26,6/25/2016,380139,417161,11367
2016,26,6/26/2016,182602,201051,5473
2016,27,6/27/2016,209074,229460,6257
2016,27,6/28/2016,165326,181531,4950
2016,27,6/29/2016,174461,191497,5229
2016,27,6/30/2016,233019,255772,6990
2016,27,7/1/2016,394749,432907,11821
2016,27,7/2/2016,374586,410118,11215
2016,27,7/3/2016,199583,218681,5982
2016,28,7/4/2016,232008,254232,6948
2016,28,7/5/2016,180776,198188,5420
2016,28,7/6/2016,168120,183720,5025
2016,28,7/7/2016,57340,49833,1363
2016,28,7/8/2016,71848,62422,1708
2016,28,7/9/2016,64857,56329,1542
2016,28,7/10/2016,32807,28505,780
2016,29,7/11/2016,37776,32803,898
2016,29,7/12/2016,30369,26401,722
2016,29,7/13/2016,27381,23821,651
2016,29,7/14/2016,25072,21785,596
2016,29,7/15/2016,66212,57517,1574
2016,29,7/16/2016,78534,68276,1867
2016,29,7/17/2016,37351,32451,888
2016,30,7/18/2016,42527,36977,1011
2016,30,7/19/2016,31209,27122,742
2016,30,7/20/2016,35208,30609,837
2016,30,7/21/2016,28983,25196,689
2016,30,7/22/2016,50392,43801,1198
2016,30,7/23/2016,63597,55281,1512
2016,30,7/24/2016,33690,29281,801
2016,31,7/25/2016,35507,30843,844
2016,31,7/26/2016,36174,31443,860
2016,31,7/27/2016,55858,48660,1328
2016,31,7/28/2016,42777,37246,1017
2016,31,7/29/2016,77060,67181,1832
2016,31,7/30/2016,78572,68459,1868
2016,31,7/31/2016,49046,42765,1166
2016,32,8/1/2016,53676,46779,1276
2016,32,8/2/2016,58215,50695,1384
2016,32,8/3/2016,39921,34793,949
2016,32,8/4/2016,38148,33265,907
2016,32,8/5/2016,60532,53000,1439
2016,32,8/6/2016,58930,51423,1401
2016,32,8/7/2016,24777,21633,589
2016,33,8/8/2016,31090,27166,739
2016,33,8/9/2016,25408,22222,604
2016,33,8/10/2016,120986,129716,3529
2016,33,8/11/2016,82300,86814,2363
2016,33,8/12/2016,173608,184269,5012
2016,33,8/13/2016,219432,235507,6404
2016,33,8/14/2016,101433,108366,2947
2016,34,8/15/2016,134103,140957,3831
2016,34,8/16/2016,94531,100135,2721
2016,34,8/17/2016,100802,107276,2914
2016,34,8/18/2016,92307,98142,2667
2016,34,8/19/2016,189427,201586,5477
2016,34,8/20/2016,206008,219191,5950
2016,34,8/21/2016,112472,120183,3262
2016,35,8/22/2016,104965,111500,3026
2016,35,8/23/2016,35879,31480,853
2016,35,8/24/2016,99227,106775,2925
2016,35,8/25/2016,186555,201034,5478
2016,35,8/26/2016,278461,299985,8165
2016,35,8/27/2016,292611,315022,8565
2016,35,8/28/2016,126823,136627,3714
2016,36,8/29/2016,131547,141709,3850
2016,36,8/30/2016,110397,118983,3234
2016,36,8/31/2016,194738,209515,5701
2016,36,9/1/2016,258347,278462,7568
2016,36,9/2/2016,305207,328181,8925
2016,36,9/3/2016,304166,327637,8900
2016,36,9/4/2016,172257,185761,5043
2016,37,9/5/2016,188039,202840,5509
2016,37,9/6/2016,127318,137219,3724
2016,37,9/7/2016,41812,36648,994
2016,37,9/8/2016,35677,31265,848
2016,37,9/9/2016,63732,58206,1580
2016,37,9/10/2016,70106,64042,1737
2016,37,9/11/2016,40242,36802,998
2016,38,9/12/2016,42915,39202,1064
2016,38,9/13/2016,25073,22909,622
2016,38,9/14/2016,16890,15364,419
2016,38,9/15/2016,33575,30490,832
2016,38,9/16/2016,57575,52297,1428
2016,38,9/17/2016,82509,74895,2045
2016,38,9/18/2016,41061,37287,1018
2016,39,9/19/2016,38375,34834,952
2016,39,9/20/2016,31253,28455,775
2016,39,9/21/2016,41275,37486,1023
2016,39,9/22/2016,34518,31410,856
2016,39,9/23/2016,121557,110341,3014
2016,39,9/24/2016,124965,113296,3097
2016,39,9/25/2016,59712,54147,1481
2016,40,9/26/2016,55507,50318,1377
2016,40,9/27/2016,48574,44159,1205
2016,40,9/28/2016,48454,47801,1303
2016,40,9/29/2016,46989,46145,1264
2016,40,9/30/2016,128491,126288,3474
2016,40,10/1/2016,171815,168414,4641
2016,40,10/2/2016,97721,94774,2615
2016,41,10/3/2016,117647,105778,2917
2016,41,10/4/2016,79625,71484,1975
2016,41,10/5/2016,64989,58259,1611
2016,41,10/6/2016,57917,51821,1434
2016,41,10/7/2016,72313,64757,1793
2016,41,10/8/2016,75861,67903,1881
2016,41,10/9/2016,42648,38134,1058
2016,42,10/10/2016,41975,37613,1041
2016,42,10/11/2016,29761,26661,738
2016,42,10/12/2016,25566,23260,633
2016,42,10/13/2016,18405,16475,429
2016,42,10/14/2016,57226,51900,1333
2016,42,10/15/2016,75948,69711,1769
2016,42,10/16/2016,47218,44066,1100
2016,43,10/17/2016,47126,43283,1098
2016,43,10/18/2016,33748,31179,786
2016,43,10/19/2016,31046,28160,723
2016,43,10/20/2016,31850,29297,747
2016,43,10/21/2016,79130,72586,1853
2016,43,10/22/2016,87076,80211,2037
2016,43,10/23/2016,45110,41799,1055
2016,44,10/24/2016,33072,30392,775
2016,44,10/25/2016,58019,53056,1360
2016,44,10/26/2016,51507,46908,1209
2016,44,10/27/2016,44233,40304,1036
2016,44,10/28/2016,84557,77475,1982
2016,44,10/29/2016,103002,94641,2414
2016,44,10/30/2016,55644,51200,1304
2016,45,10/31/2016,57704,52105,1351
2016,45,11/1/2016,104622,92560,2448
2016,45,11/2/2016,80397,72079,1882
2016,45,11/3/2016,79969,74763,1867
2016,45,11/4/2016,138736,131003,3245
2016,45,11/5/2016,166481,158361,3890
2016,45,11/6/2016,89380,85496,2091
2016,46,11/7/2016,92741,88613,2160
2016,46,11/8/2016,82805,79177,1929
2016,46,11/9/2016,67287,64451,1567
2016,46,11/10/2016,58947,56483,1373
2016,46,11/11/2016,132628,127558,3089
2016,46,11/12/2016,135974,130659,3167
2016,46,11/13/2016,80717,77856,1880
2016,47,11/14/2016,72384,69457,1686
2016,47,11/15/2016,78708,73668,1797
2016,47,11/16/2016,63645,59725,1453